Child Commit Recent Date,Parent,Total Deleted Testfile,Deleted Testfile,Total Deleted Tests,Deleted Tests
2020-09-17 15:29:31,"=HYPERLINK(""https://github.com/pmd/pmd/commit/5090c9ae27e311897c39b0533280a1eba475db53"", ""5090c9ae27e311897c39b0533280a1eba475db53"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/util/document/TextEditorTest.java'],22,"['insertAtStartOfTheFileWithOffsetShouldSucceed', 'shouldPreserveNewlinesLf', 'shouldPreserveNewlinesCrLf', 'testEditTwice', 'testExternalModification', 'testLineNumbersAfterEdition', 'insertAtTheEndOfTheFileShouldSucceed', 'testInsertTwiceInSamePlace', 'removeTokenShouldSucceed', 'insertAndRemoveTokensShouldSucceed', 'insertAndDeleteVariousTokensShouldSucceed', 'replaceATokenShouldSucceed', 'testDrop', 'insertDeleteAndReplaceVariousTokensShouldSucceed', 'testOverlapOnDeletedRegion', 'testOverlapOnReplacedRegion', 'textDocumentsShouldOnlyAllowASingleOpenEditor', 'closedTextDocumentShouldntProduceNewEditors', 'closedEditorShouldFail', 'closedTextDocumentWithOpenEditorShouldThrow', 'closedTextDocumentShouldntNeutralizeExistingEditor', 'textReadOnlyDocumentCannotBeEdited']"
2020-09-24 07:18:51,"=HYPERLINK(""https://github.com/pmd/pmd/commit/5597715b8ea71287115fd9a8030a26593b99f558"", ""5597715b8ea71287115fd9a8030a26593b99f558"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/CommentUtilTest.java'],22,"['testFindJavaDocTags', 'testFindJavaDocTagsEmpty', 'testFindJavaDocTagsNull', 'testMultiLinesInSingleLine', 'testMultiLinesInSingleLineSimple', 'testMultiLinesInSingleLineFormal', 'testMultiLinesInMultiLine', 'testMultiLinesInMultiLineCrLf', 'testMultiLinesInMultiLineFormal', 'testMultiLinesInMultiLineFormalCrLf', 'testMultiLinesInMultiLineNoAsteriskEmpty', 'testTrim', 'testTrimNotMiddle', 'testTrimEmpty', 'testTrimNull', 'testWordAfter', 'testWordAfterPositionOutOfBounds', 'testWordAfterNull', 'testJavadocAfter', 'testJavadocAfterOutOfBounds', 'testJavadocAfterNull', 'testJavadoc']"
2020-09-28 13:20:32,"=HYPERLINK(""https://github.com/pmd/pmd/commit/020fa899d515697f6383d1d53d399beda5352015"", ""020fa899d515697f6383d1d53d399beda5352015"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/JavaRuleViolationFactoryTest.java'],1,['messageWithSingleBrace']
2020-10-17 20:16:19,"=HYPERLINK(""https://github.com/pmd/pmd/commit/4dee15c8c363d01de12f8232185e6c5e2769d0d9"", ""4dee15c8c363d01de12f8232185e6c5e2769d0d9"")",1,['pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmascriptParserOptionsTest.java'],4,"['testDefaults', 'testConstructor', 'testSetters', 'testEqualsHashcode']"
2020-10-17 20:19:16,"=HYPERLINK(""https://github.com/pmd/pmd/commit/dbf3f80853c347f2114e96aba7710b77bfc4d8ff"", ""dbf3f80853c347f2114e96aba7710b77bfc4d8ff"")",1,['pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/multifile/ApexMultifileVisitorTest.java'],2,"['testProjectMirrorNotNull', 'testOperationsAreThere']"
2020-10-26 13:17:54,"=HYPERLINK(""https://github.com/pmd/pmd/commit/148e9ac69a8a911b6958e60aad9320444333f4e3"", ""148e9ac69a8a911b6958e60aad9320444333f4e3"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/util/CompoundListTest.java'],5,"['testHappyPath', 'testHappyPathRemove', 'testEmpty', 'testEmptyBadNext', 'testEmptyBadRemove']"
2020-11-16 13:29:16,"=HYPERLINK(""https://github.com/pmd/pmd/commit/f16c56dbe8cbdc6da62d9e4162f5d05853fd3d35"", ""f16c56dbe8cbdc6da62d9e4162f5d05853fd3d35"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/FormalCommentTest.java'],1,['testJavadocTagsAsChildren']
2020-12-11 01:37:23,"=HYPERLINK(""https://github.com/pmd/pmd/commit/9fa85d8e597de4c595dececf179455d06dcd239b"", ""9fa85d8e597de4c595dececf179455d06dcd239b"")",2,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SigMaskTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SignatureTest.java']",16,"['testEmptyOperationMask', 'testEmptyFieldMask', 'testFinalFields', 'testStaticFields', 'testFieldvisibility', 'testOperationVisibility', 'testOperationRoles', 'visibilityTest', 'operationRoleTest', 'testGetterDetection', 'testSetterDetection', 'isAbstractOperationTest', 'isFinalFieldTest', 'isStaticFieldTest', 'operationPoolTest', 'fieldPoolTest']"
2020-12-12 14:19:50,"=HYPERLINK(""https://github.com/pmd/pmd/commit/83edce05c1361d3189de1a38e4ed219f953e3721"", ""83edce05c1361d3189de1a38e4ed219f953e3721"")",2,"['pmd-visualforce/src/test/java/net/sourceforge/pmd/lang/vf/VfParserOptionsTest.java', 'pmd-test/src/test/java/net/sourceforge/pmd/lang/ParserOptionsUnitTest.java']",9,"['testSuppressMarker', 'testDefaultPropertyDescriptors', 'testOverriddenPropertyDescriptors', 'testEnvOverriddenPropertyDescriptors', 'testEmptyPropertyDescriptors', 'testSuppressMarkerEqualsHashCode', 'testGetEnvironmentVariableName', 'testGetEnvironmentVariableNameThrowsExceptionIfLanguageIsNull', 'testDefaultPropertyDescriptors']"
2020-12-12 16:01:06,"=HYPERLINK(""https://github.com/pmd/pmd/commit/3202136bd9798bbfb10c74245779d285f7c0fad3"", ""3202136bd9798bbfb10c74245779d285f7c0fad3"")",1,['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java'],3,"['testVisit', 'dtdIsNotLookedUp', 'xsdIsNotLookedUp']"
2020-12-12 16:26:41,"=HYPERLINK(""https://github.com/pmd/pmd/commit/70079f0842ed16d92ccaf6234104da5c6c791590"", ""70079f0842ed16d92ccaf6234104da5c6c791590"")",3,"['pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/XmlParserOptionsTest.java']",6,"['testVisit', 'testDefaults', 'testConstructor', 'testSetters', 'testEqualsHashcode', 'testVisit']"
2020-12-14 06:18:46,"=HYPERLINK(""https://github.com/pmd/pmd/commit/053c439a43d39797a08c09f7dcb17470272ab1db"", ""053c439a43d39797a08c09f7dcb17470272ab1db"")",1,['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java'],3,"['testVisit', 'dtdIsNotLookedUp', 'xsdIsNotLookedUp']"
2020-12-14 06:18:46,"=HYPERLINK(""https://github.com/pmd/pmd/commit/2ac5a4907e1e79eedb795750ffefc6e8cc5a9be4"", ""2ac5a4907e1e79eedb795750ffefc6e8cc5a9be4"")",3,"['pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/XmlParserOptionsTest.java']",6,"['testVisit', 'testDefaults', 'testConstructor', 'testSetters', 'testEqualsHashcode', 'testVisit']"
2021-02-15 12:58:55,"=HYPERLINK(""https://github.com/pmd/pmd/commit/3b151e31c4138f06204d637b396747e089478f61"", ""3b151e31c4138f06204d637b396747e089478f61"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java14PreviewTest.java'],10,"['textBlocks', 'textBlocksBeforeJava14PreviewShouldFail', 'stringEscapeSequenceShouldFail', 'patternMatchingInstanceof', 'patternMatchingInstanceofBeforeJava14PreviewShouldFail', 'recordPoint', 'recordPointBeforeJava14PreviewShouldFail', 'recordCtorWithThrowsShouldFail', 'innerRecords', 'recordIsARestrictedIdentifier']"
2021-07-01 05:11:54,"=HYPERLINK(""https://github.com/pmd/pmd/commit/a4ee44f4b3eeebd58c76fa544c5743364830ad6b"", ""a4ee44f4b3eeebd58c76fa544c5743364830ad6b"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java15PreviewTreeDumpTest.java'],16,"['patternMatchingInstanceof', 'patternMatchingInstanceofBeforeJava15PreviewShouldFail', 'recordPoint', 'recordPointBeforeJava15PreviewShouldFail', 'recordCtorWithThrowsShouldFail', 'recordMustNotExtend', 'innerRecords', 'recordIsARestrictedIdentifier', 'localRecords', 'sealedClassBeforeJava15Preview', 'sealedClass', 'nonSealedClass', 'sealedInterfaceBeforeJava15Preview', 'sealedInterface', 'localInterfaceAndEnums', 'localInterfacesAndEnumsBeforeJava15PreviewShouldFail']"
2021-12-16 09:49:04,"=HYPERLINK(""https://github.com/pmd/pmd/commit/55f301cbd774314bab2116a5b7b609e082386d1f"", ""55f301cbd774314bab2116a5b7b609e082386d1f"")",1,['pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmasccriptLanguageModuleTest.java'],2,"['canCreateRuleViolation', 'canCreateRuleViolationWithLineNumbers']"
2022-02-25 11:52:17,"=HYPERLINK(""https://github.com/pmd/pmd/commit/2396b890439a877f64b0d87a0aad10d5fb101fef"", ""2396b890439a877f64b0d87a0aad10d5fb101fef"")",1,['pmd-core/src/test/java/net/sourceforge/pmd/internal/StageDependencyTest.java'],6,"['testSimpleDependency', 'testNoDependency', 'testDependencyUnion', 'testTransitiveDependency', 'testNoRecomputation', 'testDependencyOrdering']"
2022-02-25 12:50:50,"=HYPERLINK(""https://github.com/pmd/pmd/commit/bad65fe858901f06ab21bf54ecf77d7ac430c083"", ""bad65fe858901f06ab21bf54ecf77d7ac430c083"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTFormalParameterTest.java'],1,['testVarargs']
2022-03-10 08:11:18,"=HYPERLINK(""https://github.com/pmd/pmd/commit/aead02ba890b0f89d04141bac803cd76b8fb30b9"", ""aead02ba890b0f89d04141bac803cd76b8fb30b9"")",14,"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/SimpleTypedNameDeclarationTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/ClassScopeTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/SourceFileScopeTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/ImageFinderFunctionTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/ScopeAndDeclarationFinderTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/NameOccurrencesTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/ScopeCreationVisitorTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/LocalScopeTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/GlobalScopeTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/MethodScopeTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/VariableNameDeclarationTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/AcceptanceTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/MethodNameDeclarationTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/symboltable/TypeSetTest.java']",102,"['testClashingSymbols', 'testInitializer', 'testCatchBlocks', 'testEq', 'testFieldFinder', 'testDemo', 'testEnum', 'testInnerOuterClass', 'testNullPointerEnumValueOfOverloaded', 'testEnumsClassScope', 'testEnumTypeParameter', 'testVarArgsEmpty', 'testAnonymousInnerClassName', 'testContains', 'testCantContainsSuperToString', 'testContainsStaticVariablePrefixedWithClassName', 'testClassName', 'testMethodDeclarationRecorded', 'testTwoMethodsSameNameDiffArgs', 'testOneParam', 'testTwoParams', 'testNoParams', 'testOneParamVararg', 'testTwoParamsVararg', 'testNestedClassesOfImportResolution', 'testNestedClassesResolution', 'testImportNestedClassesResolution', 'testNestedClassDeclFound', 'testbuz', 'testMethodUsageSeen', 'testMethodUsageSeenWithThis', 'testMethodUsageSeen2', 'testNestedClassFieldAndParameter', 'testNullType', 'testClassDeclAppears', 'testEnums', 'testSingleImage', 'testSeveralImages', 'testLocalVariableDeclarationFound', 'testQualifiedNameOccurrence', 'testPostfixUsageIsRecorded', 'testLocalVariableTypesAreRecorded', 'testMethodArgumentTypesAreRecorded', 'testgetEnclosingMethodScope', 'testEquality', 'testMethodParameterOccurrenceRecorded', 'testMethodName', 'testGenerics', 'testSuper', 'testThis', 'testNameLinkage', 'testSimpleVariableOccurrence', 'testQualifiedOccurrence', 'testIsSelfAssignment', 'testEnumStaticUsage', 'testJava8LambdaScoping', 'testAnnonInnerClassScoping', 'testSuperCtor', 'testScopesAreCreated', 'testEquals', 'testClassDeclAppears', 'testPackageIsEmptyString', 'testPackageNameFound', 'testNestedClasses', 'testASTCompilationUnitPackage', 'testAddImport', 'testFindClassImplicitImport', 'testFindClassSamePackage', 'testFindClassExplicitImport', 'testFindClassImportOnDemand', 'testFindClassPrimitive', 'testFindClassVoid', 'testFindFullyQualified', 'testPrimitiveTypeResolver', 'testPrimitiveTypeResolverWithNull', 'testVoidTypeResolver', 'testVoidTypeResolverWithNull', 'testExplicitImportResolver', 'testExplicitImportResolverWithNull', 'testExplicitImportResolverWithNullAndEmptyImports', 'testImplicitImportResolverPass', 'testImplicitImportResolverPassFail', 'testImplicitImportResolverWithNull', 'testCurrentPackageResolverPass', 'testCurrentPackageResolverWithNull', 'testImportOnDemandResolverPass', 'testImportOnDemandResolverWithNull', 'importOnDemandResolverFail1', 'importOnDemandResolverFail2', 'testFullyQualifiedNameResolverWithNull', 'testConstructor', 'testExceptionBlkParam', 'testIsArray', 'testPrimitiveType', 'testArrayIsReferenceType', 'testPrimitiveTypeImage', 'testRefTypeImage', 'testParamTypeImage', 'testVarKeywordTypeImage', 'testVarKeywordWithPrimitiveTypeImage', 'testVarKeywordWithIndirectReference', 'testLamdaParameterTypeImage']"
2022-03-10 08:41:01,"=HYPERLINK(""https://github.com/pmd/pmd/commit/b769594fc76bbbb26530928721d827e60e4e0756"", ""b769594fc76bbbb26530928721d827e60e4e0756"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java16PreviewTreeDumpTest.java'],5,"['sealedClassBeforeJava16Preview', 'sealedClass', 'nonSealedClass', 'sealedInterfaceBeforeJava15Preview', 'sealedInterface']"
2022-04-09 09:16:43,"=HYPERLINK(""https://github.com/pmd/pmd/commit/32a02cecaafab30deb61a30f187ffb8d3b87fc15"", ""32a02cecaafab30deb61a30f187ffb8d3b87fc15"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/SimpleNodeTest.java'],14,"['testMethodDiffLines', 'testMethodSameLine', 'testNoLookahead', 'testHasExplicitExtends', 'testNoExplicitExtends', 'testHasExplicitImplements', 'testNoExplicitImplements', 'testColumnsOnQualifiedName', 'testLineNumbersForNameSplitOverTwoLines', 'testParentMethods', 'testContainsNoInner', 'testContainsNoInnerWithAnonInner', 'testContainsChildOfType', 'testXPathNodeSelect']"
2022-07-07 08:24:49,"=HYPERLINK(""https://github.com/pmd/pmd/commit/a5b68ddfcf81ef01c94ac8af88dc10fc7a7002be"", ""a5b68ddfcf81ef01c94ac8af88dc10fc7a7002be"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java17PreviewTreeDumpTest.java'],8,"['patternMatchingForSwitchBeforeJava17Preview', 'patternMatchingForSwitch', 'enhancedTypeCheckingSwitch', 'scopeOfPatternVariableDeclarations', 'dealingWithNullBeforeJava17Preview', 'dealingWithNull', 'guardedAndParenthesizedPatternsBeforeJava17Preview', 'guardedAndParenthesizedPatterns']"
2022-09-29 08:04:35,"=HYPERLINK(""https://github.com/pmd/pmd/commit/58c9f361d3447e10e0ebcfe3cd00c7709a361267"", ""58c9f361d3447e10e0ebcfe3cd00c7709a361267"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/types/TestingFrameworkTypeUtilTest.java'],3,"['methodAnnotatedWithJunit5TestAnnotationTest', 'methodAnnotatedWithJunit5ParameterizedTestAnnotationTest', 'methodNotAnnotatedWithJunit5Annotation']"
2022-11-25 04:28:59,"=HYPERLINK(""https://github.com/pmd/pmd/commit/704102cd80d0169bb26f112c00005c4dba9a4049"", ""704102cd80d0169bb26f112c00005c4dba9a4049"")",1,['pmd-javascript/src/test/java/net/sourceforge/pmd/cli/CLITest.java'],1,['useEcmaScript']
2022-11-25 05:19:24,"=HYPERLINK(""https://github.com/pmd/pmd/commit/675710d0e790def5ffdb521d95ab3e3892b0f5b7"", ""675710d0e790def5ffdb521d95ab3e3892b0f5b7"")",1,['pmd-java/src/test/java/net/sourceforge/pmd/cli/CLITest.java'],7,"['minimalArgs', 'minimumPriority', 'usingDebug', 'usingDebugLongOption', 'changeJavaVersion', 'exitStatusNoViolations', 'exitStatusWithViolationsAndWithoutFailOnViolationsLongOption']"
